Ticker,Nome delle partecipazioni,% del valore di mercato,Valore di mercato,Face amount,Cedola/Rendimento,Data di scadenza
,Carrier Global Corp.,"0,0574%","1.556.716,80 €",1.500.000,"4,50%",29 nov 2032
BACR,Barclays plc,"0,0574%","1.556.631,08 €",1.500.000,"4,92%",08 ago 2030
TELEFO,Telefonica Emisiones SA,"0,0574%","1.554.921,84 €",1.600.000,"1,50%",11 set 2025
VW,Volkswagen International Finance NV,"0,0573%","1.554.422,21 €",1.600.000,"4,63%",31 dic 2049
CCEP,Coca-Cola Europacific Partners plc,"0,0573%","1.553.643,88 €",1.750.000,"1,13%",12 apr 2029
BFCM,Banque Federative du Credit Mutuel SA,"0,0571%","1.548.775,87 €",1.600.000,"1,63%",19 gen 2026
DB,Deutsche Bank AG,"0,0571%","1.548.718,86 €",1.600.000,"1,38%",03 set 2026
ENIIM,Eni SPA,"0,0571%","1.546.926,44 €",1.760.000,"0,38%",14 giu 2028
LIN,Linde Finance BV,"0,057%","1.546.668,19 €",1.700.000,"0,25%",19 mag 2027
BASGR,BASF SE,"0,057%","1.544.343,02 €",1.700.000,"0,25%",05 giu 2027
NESNVX,Nestle Finance International Ltd.,"0,0569%","1.543.016,43 €",1.650.000,,14 giu 2026
NESNVX,Nestle Finance International Ltd.,"0,0569%","1.542.822,73 €",1.550.000,"3,25%",15 gen 2031
BPCEGP,BPCE SA,"0,0569%","1.541.978,07 €",1.500.000,"4,63%",02 mar 2030
JABHOL,JAB Holdings BV,"0,0569%","1.541.834,69 €",1.700.000,"1,00%",20 dic 2027
SOCGEN,Societe Generale SA,"0,0568%","1.539.262,40 €",1.800.000,"1,25%",12 giu 2030
ACAFP,Credit Agricole SA,"0,0567%","1.538.246,33 €",1.500.000,"4,13%",07 mar 2030
BAYNGR,Bayer AG,"0,0567%","1.536.370,88 €",1.800.000,"1,13%",06 gen 2030
BPCEGP,BPCE SA,"0,0566%","1.535.040,50 €",1.500.000,"5,13%",25 gen 2035
EFFP,EssilorLuxottica SA,"0,0565%","1.533.140,27 €",1.700.000,"0,38%",27 nov 2027
JPM,JPMorgan Chase & Co.,"0,0565%","1.533.041,87 €",1.570.000,"2,88%",24 mag 2028
SEB,Skandinaviska Enskilda Banken AB,"0,0565%","1.532.975,66 €",1.600.000,"1,75%",11 nov 2026
RABOBK,Cooperatieve Rabobank UA,"0,0565%","1.531.543,41 €",1.500.000,"4,63%",27 gen 2028
FI,Fiserv Inc.,"0,0564%","1.529.810,94 €",1.750.000,"1,63%",01 lug 2030
BAC,Bank of America Corp.,"0,0564%","1.529.098,83 €",1.690.000,"0,58%",24 ago 2028
TCLAU,Transurban Finance Co. Pty Ltd.,"0,0564%","1.528.665,52 €",1.600.000,"3,00%",08 apr 2030
MS,Morgan Stanley,"0,0563%","1.525.856,91 €",1.620.000,"2,95%",07 mag 2032
SKGID,Smurfit Kappa Acquisitions ULC,"0,0562%","1.524.821,99 €",1.550.000,"2,88%",15 gen 2026
ENIIM,Eni SPA,"0,0562%","1.524.184,79 €",1.495.000,"4,25%",19 mag 2033
TTEFP,TotalEnergies Capital International SA,"0,0562%","1.524.148,41 €",1.700.000,"0,70%",31 mag 2028
JNJ,Johnson & Johnson,"0,0562%","1.523.739,19 €",1.800.000,"1,65%",20 mag 2035
ORAFP,Orange SA,"0,0562%","1.523.212,84 €",2.000.000,"0,63%",16 dic 2033
SANTAN,Banco Santander SA,"0,0561%","1.522.249,70 €",1.500.000,"4,63%",18 ott 2027
TMO,Thermo Fisher Scientific Inc.,"0,0561%","1.521.901,31 €",1.600.000,"1,75%",15 apr 2027
APD,Air Products and Chemicals Inc.,"0,0561%","1.521.180,42 €",1.500.000,"4,00%",03 mar 2035
MIZUHO,Mizuho Financial Group Inc.,"0,0561%","1.520.518,44 €",1.610.000,"1,63%",08 apr 2027
DGFP,Cofiroute SA,"0,0561%","1.520.087,76 €",1.800.000,"1,00%",19 mag 2031
IBESM,Iberdrola Finanzas SA,"0,0561%","1.519.867,56 €",1.500.000,"4,88%",31 dic 2079
STANLN,Standard Chartered plc,"0,056%","1.517.973,92 €",1.550.000,"2,50%",09 set 2030
ORFP,L'Oreal SA,"0,056%","1.517.704,72 €",1.600.000,"0,88%",29 giu 2026
BNFP,Danone SA,"0,0559%","1.516.030,16 €",1.600.000,,01 dic 2025
GYCGR,Grand City Properties SA,"0,0559%","1.515.387,46 €",1.800.000,"0,13%",11 gen 2028
UBS,UBS Group AG,"0,0559%","1.514.742,54 €",1.706.000,"0,25%",05 nov 2028
ALVGR,Allianz SE,"0,0559%","1.514.629,25 €",1.500.000,"4,60%",07 set 2038
BPCEGP,BPCE SA,"0,0558%","1.513.519,97 €",1.600.000,"0,38%",02 feb 2026
ENELIM,Enel Finance International NV,"0,0558%","1.512.395,93 €",1.550.000,"1,50%",21 lug 2025
CS,Credit Suisse AG/London,"0,0558%","1.512.225,57 €",1.600.000,"0,25%",05 gen 2026
TMO,Thermo Fisher Scientific Inc.,"0,0557%","1.510.574,49 €",1.650.000,"1,38%",12 set 2028
,ING Groep NV,"0,0557%","1.509.399,15 €",1.500.000,"4,00%",12 feb 2035
T,AT&T Inc.,"0,0557%","1.509.398,75 €",1.750.000,"2,45%",15 mar 2035
,Credit Agricole SA,"0,0557%","1.508.911,50 €",1.500.000,"4,13%",26 feb 2036
BNP,BNP Paribas SA,"0,0556%","1.507.552,86 €",1.500.000,"3,88%",23 feb 2029
SIEGR,Siemens Financieringsmaatschappij NV,"0,0555%","1.505.522,32 €",1.600.000,"0,38%",05 giu 2026
ACAFP,Credit Agricole SA,"0,0555%","1.503.593,27 €",1.700.000,"0,13%",09 dic 2027
VW,Volkswagen International Finance NV,"0,0554%","1.502.271,13 €",1.700.000,"0,88%",22 set 2028
ACAFP,Credit Agricole SA,"0,0554%","1.501.947,99 €",1.500.000,"4,00%",12 ott 2026
STLA,Stellantis NV,"0,0554%","1.501.332,56 €",1.500.000,"3,88%",05 gen 2026
T,AT&T Inc.,"0,0552%","1.496.959,22 €",1.600.000,"2,35%",05 set 2029
BAC,Bank of America Corp.,"0,0551%","1.495.091,50 €",1.468.000,"4,13%",12 giu 2028
RBOSGR,Robert Bosch GmbH,"0,0551%","1.494.984,87 €",1.500.000,"3,63%",02 giu 2030
CABKSM,CaixaBank SA,"0,0551%","1.494.313,31 €",1.400.000,"5,13%",19 lug 2034
BMW,BMW Finance NV,"0,0551%","1.492.937,01 €",1.500.000,"3,25%",22 nov 2026
HSBC,HSBC Holdings plc,"0,0548%","1.484.658,29 €",1.500.000,"3,00%",30 giu 2025
DELL,Dell Bank International DAC,"0,0547%","1.481.908,16 €",1.600.000,"0,50%",27 ott 2026
GSK,GlaxoSmithKline Capital plc,"0,0547%","1.481.796,11 €",1.550.000,"1,25%",21 mag 2026
DSYFP,Dassault Systemes SE,"0,0546%","1.480.834,67 €",1.600.000,"0,13%",16 set 2026
,Mercedes-Benz International Finance BV,"0,0545%","1.478.468,34 €",1.500.000,"3,00%",10 lug 2027
DHR,DH Europe Finance II Sarl,"0,0545%","1.476.578,86 €",1.800.000,"0,75%",18 set 2031
BAC,Bank of America Corp.,"0,0544%","1.474.481,07 €",1.560.000,"1,66%",25 apr 2028
,Danske Bank A/S,"0,0544%","1.473.568,71 €",1.450.000,"4,50%",09 nov 2028
CS,Credit Suisse AG/London,"0,0543%","1.473.457,68 €",1.700.000,"0,25%",01 set 2028
LIN,Linde plc,"0,0543%","1.472.534,32 €",1.600.000,,30 set 2026
BBVASM,Banco Bilbao Vizcaya Argentaria SA,"0,0543%","1.472.017,76 €",1.600.000,"0,50%",14 gen 2027
BPPEHX,Blackstone Property Partners Europe Holdings Sarl,"0,0543%","1.471.263,17 €",1.600.000,"1,00%",20 ott 2026
ARNDTN,Aroundtown SA,"0,0542%","1.468.765,66 €",1.700.000,"0,38%",15 apr 2027
SO,Southern Co.,"0,0542%","1.468.500,00 €",1.650.000,"1,88%",15 set 2081
NWIDE,Nationwide Building Society,"0,0541%","1.466.613,06 €",1.525.000,"0,25%",22 lug 2025
BPLN,BP Capital Markets BV,"0,0541%","1.465.785,64 €",1.460.000,"3,77%",12 mag 2030
VOD,Vodafone Group plc,"0,054%","1.464.561,55 €",1.510.000,"2,20%",25 ago 2026
TLSAU,Telstra Corp. Ltd.,"0,054%","1.464.511,34 €",1.615.000,"1,38%",26 mar 2029
ACAFP,Credit Agricole SA,"0,054%","1.463.610,02 €",1.400.000,"5,50%",28 ago 2033
VW,Volkswagen Leasing GmbH,"0,0539%","1.462.206,59 €",1.500.000,"1,63%",15 ago 2025
BNP,BNP Paribas SA,"0,0539%","1.460.887,86 €",1.700.000,"0,88%",11 lug 2030
RDSALN,Shell International Finance BV,"0,0539%","1.460.453,16 €",1.575.000,"1,50%",07 apr 2028
WSTP,Westpac Banking Corp.,"0,0539%","1.460.315,97 €",1.460.000,"3,70%",16 gen 2026
CMCSA,Sky Ltd.,"0,0539%","1.460.268,14 €",1.500.000,"2,50%",15 set 2026
AAPL,Apple Inc.,"0,0539%","1.460.163,36 €",1.535.000,,15 nov 2025
BNP,BNP Paribas SA,"0,0538%","1.458.509,46 €",1.500.000,"2,13%",23 gen 2027
KO,Coca-Cola Co.,"0,0537%","1.455.659,43 €",1.696.000,"0,13%",09 mar 2029
HTHROW,Heathrow Funding Ltd.,"0,0536%","1.453.519,04 €",1.500.000,"1,50%",12 ott 2025
CAPFP,Capgemini SE,"0,0534%","1.447.392,57 €",1.500.000,"1,63%",15 apr 2026
AMT,American Tower Corp.,"0,0533%","1.446.005,24 €",1.500.000,"1,95%",22 mag 2026
AXASA,AXA SA,"0,0533%","1.444.366,85 €",1.475.000,"3,38%",06 lug 2047
CAFP,Carrefour SA,"0,0532%","1.442.425,74 €",1.400.000,"4,38%",14 nov 2031
EDPPL,EDP Servicios Financieros Espana SA,"0,0531%","1.440.888,34 €",1.400.000,"4,38%",04 apr 2032
CFRVX,Richemont International Holding SA,"0,0531%","1.439.841,82 €",1.600.000,"1,50%",26 mar 2030
INTNED,ING Groep NV,"0,0531%","1.438.813,41 €",1.700.000,"0,25%",01 feb 2030
CAFP,Carrefour SA,"0,053%","1.437.835,88 €",1.500.000,"1,88%",30 ott 2026
ABESM,Abertis Infraestructuras SA,"0,053%","1.435.694,48 €",1.500.000,"1,38%",20 mag 2026
SANFP,Sanofi SA,"0,0529%","1.435.174,08 €",1.600.000,"1,38%",21 mar 2030
CMZB,Commerzbank AG,"0,0529%","1.434.346,32 €",1.500.000,"0,10%",11 set 2025
KBCBB,KBC Group NV,"0,0528%","1.431.277,41 €",1.500.000,"0,13%",10 set 2026
ENGIFP,Engie SA,"0,0528%","1.430.803,68 €",1.400.000,"4,25%",06 set 2034
ENGIFP,Engie SA,"0,0527%","1.428.974,30 €",1.400.000,"4,50%",06 set 2042
DNBNO,DNB Bank ASA,"0,0527%","1.428.478,13 €",1.450.000,"3,13%",21 set 2027
NWG,NatWest Group plc,"0,0526%","1.427.370,61 €",1.417.000,"4,07%",06 set 2028
EFFP,EssilorLuxottica SA,"0,0526%","1.426.311,32 €",1.500.000,"0,38%",05 gen 2026
DAIGR,Mercedes-Benz Group AG,"0,0525%","1.424.462,81 €",1.800.000,"0,75%",11 mar 2033
DANBNK,Danske Bank A/S,"0,0524%","1.420.109,72 €",1.472.000,"1,50%",02 set 2030
TALANX,Talanx AG,"0,0524%","1.419.611,27 €",1.400.000,"4,00%",25 ott 2029
KBCBB,KBC Group NV,"0,0523%","1.416.736,31 €",1.400.000,"4,38%",23 nov 2027
CABKSM,CaixaBank SA,"0,0522%","1.416.354,13 €",1.400.000,"4,63%",16 mag 2027
VW,Volkswagen International Finance NV,"0,0522%","1.414.242,38 €",1.425.000,"4,63%",31 dic 2049
SEB,Skandinaviska Enskilda Banken AB,"0,0521%","1.413.457,46 €",1.550.000,"0,75%",09 ago 2027
DAIGR,Mercedes-Benz Group AG,"0,0521%","1.411.999,41 €",1.500.000,"2,38%",22 mag 2030
TRAGR,Traton Finance Luxembourg SA,"0,052%","1.411.005,67 €",1.400.000,"4,25%",16 mag 2028
PHIANA,Koninklijke Philips NV,"0,052%","1.409.612,45 €",1.500.000,"0,50%",22 mag 2026
BAC,Bank of America Corp.,"0,052%","1.408.979,23 €",1.600.000,"0,58%",08 ago 2029
ORAFP,Orange SA,"0,052%","1.408.838,52 €",1.060.000,"8,13%",28 gen 2033
BNP,BNP Paribas SA,"0,0519%","1.405.797,06 €",1.600.000,"2,10%",07 apr 2032
TACHEM,Takeda Pharmaceutical Co. Ltd.,"0,0518%","1.404.271,66 €",1.600.000,"1,00%",09 lug 2029
ENGIFP,Engie SA,"0,0517%","1.402.332,44 €",1.400.000,"3,75%",06 set 2027
SGOFP,Cie de Saint-Gobain SA,"0,0517%","1.401.632,64 €",1.400.000,"3,75%",29 nov 2026
AIRFP,Airbus SE,"0,0517%","1.401.487,06 €",1.600.000,"1,38%",13 mag 2031
GS,Goldman Sachs Group Inc.,"0,0517%","1.401.382,02 €",1.600.000,"0,88%",09 mag 2029
TELEFO,Telefonica Emisiones SA,"0,0517%","1.401.250,64 €",1.500.000,"2,59%",25 mag 2031
MCFP,LVMH Moet Hennessy Louis Vuitton SE,"0,0516%","1.399.809,54 €",1.400.000,"3,50%",07 set 2033
ENGSM,Enagas Financiaciones SA,"0,0516%","1.399.302,21 €",1.500.000,"0,75%",27 ott 2026
BACR,Barclays plc,"0,0515%","1.397.105,19 €",1.700.000,"1,11%",12 mag 2032
NFLX,Netflix Inc.,"0,0515%","1.396.865,74 €",1.400.000,"3,63%",15 mag 2027
SHBASS,Svenska Handelsbanken AB,"0,0515%","1.396.641,05 €",1.395.000,"3,75%",05 mag 2026
ENIIM,Eni SPA,"0,0515%","1.396.227,78 €",1.400.000,"3,63%",19 mag 2027
ENGIFP,Engie SA,"0,0515%","1.395.837,60 €",1.400.000,"3,63%",11 gen 2030
,ABN AMRO Bank NV,"0,0515%","1.395.815,26 €",1.400.000,"3,88%",15 gen 2032
BACR,Barclays plc,"0,0514%","1.394.758,52 €",1.300.000,"5,26%",29 gen 2034
GS,Goldman Sachs Group Inc.,"0,0513%","1.391.361,50 €",1.550.000,"1,25%",07 feb 2029
BMW,BMW Finance NV,"0,0512%","1.387.726,96 €",1.400.000,"3,63%",22 mag 2035
HSBC,HSBC Holdings plc,"0,0511%","1.385.880,94 €",1.429.000,"2,50%",15 mar 2027
IBM,International Business Machines Corp.,"0,0511%","1.384.274,79 €",1.400.000,"2,88%",07 nov 2025
DANBNK,Danske Bank A/S,"0,051%","1.383.860,48 €",1.400.000,"3,88%",09 gen 2032
AIB,AIB Group plc,"0,051%","1.383.185,02 €",1.300.000,"5,25%",23 ott 2031
ACAFP,Credit Agricole SA,"0,051%","1.383.083,64 €",1.500.000,"2,00%",25 mar 2029
TSCOLN,Tesco Corporate Treasury Services plc,"0,051%","1.382.390,66 €",1.463.000,"0,88%",29 mag 2026
AZN,AstraZeneca plc,"0,0509%","1.381.303,46 €",1.600.000,"0,38%",03 giu 2029
ALVGR,Allianz SE,"0,0509%","1.380.991,47 €",1.400.000,"4,25%",05 lug 2052
MLFP,Cie Generale des Etablissements Michelin SCA,"0,0508%","1.378.517,87 €",1.600.000,,02 nov 2028
RIFP,Pernod Ricard SA,"0,0508%","1.376.818,18 €",1.400.000,"3,25%",02 nov 2028
AIB,AIB Group plc,"0,0507%","1.375.902,66 €",1.380.000,"3,63%",04 lug 2026
AMT,American Tower Corp.,"0,0507%","1.374.373,41 €",1.500.000,"0,45%",15 gen 2027
C,Citigroup Inc.,"0,0507%","1.374.361,11 €",1.375.000,"3,71%",22 set 2028
INVSA,Investor AB,"0,0506%","1.372.846,23 €",1.450.000,"2,75%",10 giu 2032
TTEFP,TotalEnergies SE,"0,0506%","1.372.315,17 €",1.400.000,"3,37%",31 dic 2049
DB,Deutsche Bank AG,"0,0506%","1.372.236,00 €",1.400.000,"2,63%",12 feb 2026
SUMIBK,Sumitomo Mitsui Financial Group Inc.,"0,0506%","1.371.544,67 €",1.610.000,"0,63%",23 ott 2029
ALVGR,Allianz SE,"0,0506%","1.370.845,13 €",1.400.000,"2,24%",07 lug 2045
BATSLN,BAT Netherlands Finance BV,"0,0505%","1.370.440,63 €",1.300.000,"5,38%",16 feb 2031
MCD,McDonald's Corp.,"0,0505%","1.367.839,23 €",1.450.000,"2,38%",31 mag 2029
INTNED,ING Groep NV,"0,0504%","1.365.293,71 €",1.400.000,"2,13%",10 gen 2026
BAYNGR,Bayer AG,"0,0503%","1.364.889,69 €",1.700.000,"1,38%",06 lug 2032
TELEFO,Telefonica Emisiones SA,"0,0502%","1.361.233,58 €",1.600.000,"0,66%",03 feb 2030
SWFP,Sodexo SA,"0,0502%","1.360.966,64 €",1.500.000,"1,00%",17 lug 2028
CPGLN,Compass Group Finance Netherlands BV,"0,0502%","1.360.591,05 €",1.400.000,"3,00%",08 mar 2030
UBS,UBS Group AG,"0,0501%","1.357.083,73 €",1.300.000,"4,75%",17 mar 2032
MACIFS,Mutuelle Assurance Des Commercants et Industriels de France et Des Cadres et Sal,"0,05%","1.356.976,67 €",1.500.000,"0,63%",21 giu 2027
CAPFP,Capgemini SE,"0,05%","1.356.368,10 €",1.400.000,"0,63%",23 giu 2025
TTEFP,TotalEnergies SE,"0,05%","1.356.104,66 €",1.450.000,"2,00%",31 dic 2079
SABSM,Banco de Sabadell SA,"0,0499%","1.353.454,15 €",1.300.000,"5,13%",10 nov 2028
UNANA,Unilever Finance Netherlands BV,"0,0499%","1.353.214,70 €",1.525.000,"1,38%",04 set 2030
RTOLN,Rentokil Initial plc,"0,0499%","1.351.688,77 €",1.550.000,"0,50%",14 ott 2028
IBESM,Iberdrola International BV,"0,0498%","1.349.999,79 €",1.500.000,"2,25%",31 dic 2049
ANZ,Australia & New Zealand Banking Group Ltd.,"0,0498%","1.348.992,91 €",1.350.000,"3,65%",20 gen 2026
BNP,BNP Paribas SA,"0,0497%","1.346.998,61 €",1.500.000,"0,50%",01 set 2028
BKNG,Booking Holdings Inc.,"0,0496%","1.344.714,12 €",1.285.000,"4,50%",15 nov 2031
MS,Morgan Stanley,"0,0496%","1.344.284,61 €",1.655.000,"1,10%",29 apr 2033
DE,John Deere Bank SA,"0,0495%","1.342.522,17 €",1.375.000,"2,50%",14 set 2026
UBS,Credit Suisse AG/London,"0,0495%","1.342.221,41 €",1.400.000,"1,50%",10 apr 2026
ACAFP,Credit Agricole SA/London,"0,0495%","1.341.379,14 €",1.400.000,"1,25%",14 apr 2026
IBM,International Business Machines Corp.,"0,0495%","1.340.994,63 €",1.346.000,"3,75%",06 feb 2035
BFCM,Banque Federative du Credit Mutuel SA,"0,0495%","1.340.801,54 €",1.300.000,"4,13%",14 giu 2033
VTRS,Upjohn Finance BV,"0,0494%","1.340.217,80 €",1.450.000,"1,36%",23 giu 2027
AIRFP,Airbus SE,"0,0494%","1.338.951,14 €",1.400.000,"1,38%",09 giu 2026
UBS,UBS Group AG,"0,0494%","1.338.270,22 €",1.332.000,"4,13%",09 giu 2033
NESNVX,Nestle Finance International Ltd.,"0,0493%","1.337.972,52 €",1.525.000,"1,25%",29 mar 2031
,BPER Banca SPA,"0,0493%","1.336.580,00 €",1.400.000,"1,38%",31 mar 2027
BASGR,BASF SE,"0,0493%","1.336.312,35 €",1.300.000,"4,25%",08 mar 2032
HEIANA,Heineken NV,"0,0492%","1.334.508,16 €",1.300.000,"4,13%",23 mar 2035
CMCSA,Comcast Corp.,"0,0492%","1.333.060,77 €",1.448.000,,14 set 2026
GS,Goldman Sachs Group Inc.,"0,0491%","1.331.704,59 €",1.500.000,"0,25%",26 gen 2028
IFXGR,Infineon Technologies AG,"0,0491%","1.330.621,94 €",1.400.000,"1,13%",24 giu 2026
ACAFP,Credit Agricole SA,"0,0491%","1.329.894,55 €",1.300.000,"4,00%",18 gen 2033
BNP,BNP Paribas SA,"0,049%","1.329.661,44 €",1.300.000,"4,13%",26 set 2032
ABNANV,ABN AMRO Bank NV,"0,049%","1.328.816,63 €",1.300.000,"4,38%",20 ott 2028
ABNANV,ABN AMRO Bank NV,"0,049%","1.328.040,03 €",1.300.000,"4,25%",21 feb 2030
ACAFP,Credit Agricole SA,"0,0489%","1.326.879,48 €",1.400.000,"2,50%",29 ago 2029
RENAUL,RCI Banque SA,"0,0489%","1.326.665,15 €",1.310.000,"4,63%",02 ott 2026
ORAFP,Orange SA,"0,0489%","1.325.829,91 €",1.300.000,"3,88%",11 set 2035
EOANGR,E.ON SE,"0,0489%","1.325.092,09 €",1.325.000,"3,88%",12 gen 2035
DHR,Danaher Corp.,"0,0488%","1.322.430,00 €",1.400.000,"2,50%",30 mar 2030
BASGR,BASF SE,"0,0487%","1.321.572,58 €",1.300.000,"4,00%",08 mar 2029
SANFP,Sanofi SA,"0,0487%","1.321.553,81 €",1.600.000,"1,88%",21 mar 2038
TELEFO,Telefonica Emisiones SA,"0,0487%","1.321.141,33 €",1.400.000,"1,45%",22 gen 2027
T,AT&T Inc.,"0,0487%","1.320.792,69 €",1.400.000,"2,60%",17 dic 2029
NDASS,Nordea Bank Abp,"0,0487%","1.320.206,12 €",1.300.000,"4,13%",05 mag 2028
LLY,Eli Lilly & Co.,"0,0487%","1.319.721,76 €",1.600.000,"0,63%",01 nov 2031
SIEGR,Siemens Financieringsmaatschappij NV,"0,0487%","1.319.104,08 €",1.500.000,"1,00%",25 feb 2030
ENFP,Bouygues SA,"0,0486%","1.316.792,36 €",1.400.000,"1,38%",07 giu 2027
LPTY,LeasePlan Corp. NV,"0,0485%","1.315.973,51 €",1.400.000,"0,25%",23 feb 2026
BPLN,BP Capital Markets plc,"0,0485%","1.315.453,01 €",1.450.000,"1,64%",26 giu 2029
ACAFP,Credit Agricole Assurances SA,"0,0485%","1.315.452,93 €",1.600.000,"1,50%",06 ott 2031
DECFP,JCDecaux SE,"0,0485%","1.315.436,43 €",1.500.000,"1,63%",07 feb 2030
TACHEM,Takeda Pharmaceutical Co. Ltd.,"0,0485%","1.315.197,10 €",1.375.000,"3,00%",21 nov 2030
CE,Celanese US Holdings LLC,"0,0485%","1.315.078,64 €",1.300.000,"4,78%",19 lug 2026
RBOSGR,Robert Bosch GmbH,"0,0485%","1.314.874,90 €",1.300.000,"4,38%",02 giu 2043
DGFP,Autoroutes du Sud de la France SA,"0,0485%","1.314.046,33 €",1.400.000,"2,75%",02 set 2032
ORAFP,Orange SA,"0,0484%","1.312.967,50 €",1.400.000,"2,00%",15 gen 2029
LIN,Linde plc,"0,0484%","1.312.468,19 €",1.600.000,"1,63%",31 mar 2035
SAFFP,Safran SA,"0,0484%","1.312.360,35 €",1.400.000,"0,13%",16 mar 2026
ABNANV,ABN AMRO Bank NV,"0,0483%","1.309.110,32 €",1.300.000,"4,00%",16 gen 2028
KO,Coca-Cola Co.,"0,0483%","1.308.301,38 €",1.750.000,"0,95%",06 mag 2036
CCEP,BNI Finance BV,"0,0482%","1.307.882,02 €",1.300.000,"3,88%",01 dic 2030
BRK,Berkshire Hathaway Finance Corp.,"0,0482%","1.307.800,44 €",1.500.000,"2,00%",18 mar 2034
NFLX,Netflix Inc.,"0,0482%","1.307.431,40 €",1.300.000,"3,88%",15 nov 2029
FREGR,Fresenius SE & Co. KGaA,"0,0482%","1.306.721,70 €",1.300.000,"4,25%",28 mag 2026
SIKASW,Sika Capital BV,"0,0482%","1.306.336,77 €",1.300.000,"3,75%",03 mag 2030
,Deutsche Boerse AG,"0,0482%","1.306.007,35 €",1.300.000,"3,88%",28 set 2026
LRFP,Legrand SA,"0,0482%","1.305.483,24 €",1.300.000,"3,50%",29 mag 2029
UCGIM,UniCredit SPA,"0,0481%","1.305.296,01 €",1.250.000,"5,85%",15 nov 2027
VW,Volkswagen Bank GmbH,"0,0481%","1.304.950,01 €",1.300.000,"4,25%",07 gen 2026
,BPCE SA,"0,0481%","1.303.551,65 €",1.300.000,"4,13%",08 mar 2033
JPM,JPMorgan Chase & Co.,"0,0481%","1.302.860,66 €",1.400.000,"1,81%",12 giu 2029
MS,Morgan Stanley,"0,048%","1.300.881,44 €",1.500.000,"0,49%",26 ott 2029
ENIIM,Eni SPA,"0,048%","1.300.179,71 €",1.400.000,"3,38%",31 dic 2079
BWA,BorgWarner Inc.,"0,0479%","1.299.406,24 €",1.600.000,"1,00%",19 mag 2031
BPCEGP,BPCE SA,"0,0479%","1.298.279,65 €",1.300.000,"3,63%",17 apr 2026
,BPCE SA,"0,0478%","1.296.828,91 €",1.300.000,"3,88%",11 gen 2029
ENELIM,Enel Finance International NV,"0,0478%","1.295.228,95 €",1.750.000,"0,88%",28 set 2034
ORAFP,Orange SA,"0,0478%","1.295.218,18 €",1.400.000,"1,38%",20 mar 2028
,Deutsche Bank AG,"0,0478%","1.294.798,54 €",1.300.000,"3,75%",15 gen 2030
,Motability Operations Group plc,"0,0477%","1.294.471,92 €",1.300.000,"3,63%",24 lug 2029
ENIIM,Eni SPA,"0,0477%","1.294.356,38 €",1.400.000,"2,00%",31 dic 2079
DAIGR,Mercedes-Benz Group AG,"0,0477%","1.293.859,88 €",1.500.000,"0,75%",08 feb 2030
,American Honda Finance Corp.,"0,0477%","1.292.537,69 €",1.300.000,"3,50%",24 apr 2026
T,AT&T Inc.,"0,0477%","1.292.419,96 €",1.300.000,"3,50%",17 dic 2025
SEGPLP,SELP Finance Sarl,"0,0476%","1.290.385,76 €",1.307.000,"3,75%",10 ago 2027
,Anglo American Capital plc,"0,0476%","1.289.338,13 €",1.300.000,"4,13%",15 mar 2032
,Enel SPA,"0,0475%","1.288.966,81 €",1.300.000,"4,75%",27 mag 2073
LRFP,Legrand SA,"0,0475%","1.288.601,03 €",1.500.000,"0,75%",20 mag 2030
,Telefonica Emisiones SA,"0,0475%","1.288.575,57 €",1.300.000,"4,05%",24 gen 2036
NFLX,Netflix Inc.,"0,0475%","1.286.636,90 €",1.300.000,"3,63%",15 giu 2030
SOGESA,Sogecap SA,"0,0474%","1.286.305,79 €",1.300.000,"4,13%",31 dic 2079
WKLNA,Wolters Kluwer NV,"0,0474%","1.286.070,84 €",1.302.000,"3,00%",23 set 2026
RDSALN,Shell International Finance BV,"0,0474%","1.285.570,82 €",1.600.000,"0,50%",08 nov 2031
BFCM,Banque Federative du Credit Mutuel SA,"0,0474%","1.285.244,14 €",1.300.000,"3,00%",11 set 2025
BKIR,Bank of Ireland Group plc,"0,0474%","1.284.784,73 €",1.250.000,"4,88%",16 lug 2028
RYAID,Ryanair DAC,"0,0474%","1.284.541,08 €",1.300.000,"2,88%",15 set 2025
PM,Philip Morris International Inc.,"0,0474%","1.284.176,58 €",1.600.000,"0,80%",01 ago 2031
UBS,UBS Group AG,"0,0474%","1.283.937,01 €",1.395.000,"0,65%",14 gen 2028
SANTAN,Banco Santander SA,"0,0473%","1.282.519,86 €",1.300.000,"3,25%",04 apr 2026
BFCM,Banque Federative du Credit Mutuel SA,"0,0473%","1.281.992,27 €",1.300.000,"3,88%",16 giu 2032
ENELIM,Enel SPA,"0,0473%","1.281.887,02 €",1.432.000,"1,38%",08 set 2049
T,AT&T Inc.,"0,0472%","1.280.805,36 €",1.250.000,"4,30%",18 nov 2034
NWG,NatWest Markets plc,"0,0472%","1.280.254,95 €",1.259.000,"4,25%",13 gen 2028
DOW,Dow Chemical Co.,"0,0472%","1.279.391,13 €",1.400.000,"0,50%",15 mar 2027
NAB,National Australia Bank Ltd.,"0,0472%","1.278.918,87 €",1.400.000,"1,38%",30 ago 2028
TMO,Thermo Fisher Scientific Finance I BV,"0,0472%","1.278.844,53 €",1.512.000,"0,80%",18 ott 2030
F,Ford Motor Credit Co. LLC,"0,0471%","1.277.259,22 €",1.200.000,"6,13%",15 mag 2028
